Idx,Listinginfo1,LogInfo1,LogInfo2,LogInfo3
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,2,3,2013-11-1
12,2013-11-1,3,1,2012-12-8
12,2013-11-1,4,1,2013-10-2
12,2013-11-1,-4,6,2013-10-2
12,2013-11-1,-4,6,2013-10-3
12,2013-11-1,-4,6,2013-10-22
12,2013-11-1,-4,6,2013-10-26
12,2013-11-1,-4,6,2013-10-26
12,2013-11-1,-4,6,2013-10-27
12,2013-11-1,-4,6,2013-10-27
12,2013-11-1,-4,6,2013-10-27
12,2013-11-1,-4,6,2013-10-28
12,2013-11-1,-4,6,2013-10-28
12,2013-11-1,-4,6,2013-10-28
12,2013-11-1,-4,6,2013-10-28
12,2013-11-1,-4,6,2013-10-28
12,2013-11-1,-4,6,2013-10-28
12,2013-11-1,-4,6,2013-10-29
12,2013-11-1,-4,6,2013-10-29
12,2013-11-1,-4,6,2013-10-29
12,2013-11-1,-4,6,2013-10-29
12,2013-11-1,-4,6,2013-10-29
12,2013-11-1,-4,6,2013-10-30
12,2013-11-1,-4,6,2013-10-30
12,2013-11-1,-4,6,2013-10-30
12,2013-11-1,-4,6,2013-10-30
12,2013-11-1,-4,6,2013-10-30
12,2013-11-1,-4,6,2013-10-31
12,2013-11-1,-4,6,2013-10-31
12,2013-11-1,-4,6,2013-10-31
12,2013-11-1,-4,6,2013-10-31
12,2013-11-1,-4,6,2013-10-31
12,2013-11-1,-4,6,2013-10-31
12,2013-11-1,-4,6,2013-10-31
12,2013-11-1,-4,6,2013-10-31
12,2013-11-1,-4,6,2013-11-1
12,2013-11-1,-4,6,2013-11-1
12,2013-11-1,-4,6,2013-11-1
12,2013-11-1,4,7,2013-10-28
12,2013-11-1,4,7,2013-10-28
16,2013-11-5,1,0,2013-10-27
16,2013-11-5,1,1,2013-10-27
16,2013-11-5,1,2,2013-10-27
16,2013-11-5,2,1,2013-10-27
16,2013-11-5,4,1,2013-10-27
16,2013-11-5,-4,6,2013-10-27
16,2013-11-5,-4,6,2013-10-28
16,2013-11-5,-4,6,2013-10-30
16,2013-11-5,-4,6,2013-10-31
16,2013-11-5,-4,6,2013-11-1
16,2013-11-5,-4,6,2013-11-1
16,2013-11-5,-4,6,2013-11-2
16,2013-11-5,-4,6,2013-11-2
16,2013-11-5,-4,6,2013-11-4
16,2013-11-5,-4,6,2013-11-4
17,2013-11-5,1,0,2013-10-27
17,2013-11-5,1,1,2013-10-27
17,2013-11-5,1,2,2013-10-27
17,2013-11-5,2,1,2013-10-27
17,2013-11-5,4,1,2013-10-27
17,2013-11-5,-4,6,2013-10-27
17,2013-11-5,-4,6,2013-10-31
17,2013-11-5,-4,6,2013-11-1
17,2013-11-5,-4,6,2013-11-1
17,2013-11-5,-4,6,2013-11-4
17,2013-11-5,-4,6,2013-11-5
18,2013-11-1,1,0,2013-10-27
18,2013-11-1,1,1,2013-10-27
18,2013-11-1,1,2,2013-10-27
18,2013-11-1,2,1,2013-10-27
18,2013-11-1,2,7,2013-10-27
18,2013-11-1,2,7,2013-10-27
18,2013-11-1,4,1,2013-10-27
18,2013-11-1,-4,6,2013-10-27
18,2013-11-1,-4,6,2013-10-27
18,2013-11-1,-4,6,2013-10-27
18,2013-11-1,-4,6,2013-10-27
18,2013-11-1,-4,6,2013-10-27
18,2013-11-1,-4,6,2013-10-27
18,2013-11-1,-4,6,2013-10-27
18,2013-11-1,-4,6,2013-10-27
18,2013-11-1,-4,6,2013-10-28
18,2013-11-1,-4,6,2013-10-28
18,2013-11-1,-4,6,2013-10-28
18,2013-11-1,-4,6,2013-10-28
18,2013-11-1,-4,6,2013-10-28
18,2013-11-1,-4,6,2013-10-29
18,2013-11-1,-4,6,2013-10-29
18,2013-11-1,-4,6,2013-10-29
18,2013-11-1,-4,6,2013-10-30
18,2013-11-1,-4,6,2013-10-30
18,2013-11-1,-4,6,2013-10-30
18,2013-11-1,-4,6,2013-10-30
18,2013-11-1,-4,6,2013-10-30
18,2013-11-1,-4,6,2013-10-30
18,2013-11-1,-4,6,2013-10-30
18,2013-11-1,-4,6,2013-10-31
18,2013-11-1,-4,6,2013-10-31
18,2013-11-1,-4,6,2013-10-31
18,2013-11-1,-4,6,2013-11-1
20,2013-11-1,1,0,2013-10-27
20,2013-11-1,1,1,2013-10-27
20,2013-11-1,1,2,2013-10-28
20,2013-11-1,2,1,2013-10-27
20,2013-11-1,4,1,2013-10-27
20,2013-11-1,-4,6,2013-10-27
20,2013-11-1,-4,6,2013-10-29
20,2013-11-1,-4,6,2013-10-29
20,2013-11-1,-4,6,2013-10-30
20,2013-11-1,-4,6,2013-10-30
20,2013-11-1,-4,6,2013-10-30
20,2013-11-1,-4,6,2013-10-30
20,2013-11-1,-4,6,2013-10-31
20,2013-11-1,-4,6,2013-10-31
20,2013-11-1,-4,6,2013-10-31
20,2013-11-1,-4,6,2013-11-1
21,2013-11-1,1,0,2013-10-28
21,2013-11-1,10,20,2013-10-28
21,2013-11-1,1,1,2013-10-28
21,2013-11-1,1,2,2013-10-28
21,2013-11-1,2,1,2013-10-28
21,2013-11-1,2,21,2013-11-1
21,2013-11-1,4,1,2013-10-28
21,2013-11-1,-4,6,2013-10-28
21,2013-11-1,-4,6,2013-10-28
21,2013-11-1,-4,6,2013-10-28
21,2013-11-1,-4,6,2013-10-29
21,2013-11-1,-4,6,2013-10-29
21,2013-11-1,-4,6,2013-10-29
21,2013-11-1,-4,6,2013-10-30
23,2013-11-1,10,0,2013-8-11
23,2013-11-1,107,6,2013-9-16
23,2013-11-1,107,6,2013-9-17
23,2013-11-1,107,6,2013-9-17
23,2013-11-1,107,6,2013-9-17
23,2013-11-1,107,6,2013-9-18
23,2013-11-1,107,6,2013-9-18
23,2013-11-1,107,6,2013-9-19
23,2013-11-1,107,6,2013-9-19
23,2013-11-1,107,6,2013-9-19
23,2013-11-1,107,6,2013-9-22
23,2013-11-1,107,6,2013-9-23
23,2013-11-1,107,6,2013-9-23
23,2013-11-1,107,6,2013-9-23
23,2013-11-1,107,6,2013-9-23
23,2013-11-1,107,6,2013-9-23
23,2013-11-1,107,6,2013-9-23
23,2013-11-1,107,6,2013-10-11
23,2013-11-1,107,6,2013-10-11
23,2013-11-1,107,6,2013-10-11
23,2013-11-1,107,6,2013-10-11
23,2013-11-1,107,6,2013-10-28
23,2013-11-1,107,6,2013-10-31
23,2013-11-1,107,6,2013-11-1
23,2013-11-1,1,1,2013-8-11
23,2013-11-1,1,2,2013-9-16
23,2013-11-1,1,2,2013-10-28
23,2013-11-1,1,6,2013-8-11
23,2013-11-1,2,1,2013-8-11
23,2013-11-1,4,1,2013-8-11
23,2013-11-1,-4,6,2013-9-6
23,2013-11-1,-4,6,2013-9-6
23,2013-11-1,-4,6,2013-9-6
23,2013-11-1,-4,6,2013-9-6
23,2013-11-1,-4,6,2013-9-7
23,2013-11-1,-4,6,2013-9-16
23,2013-11-1,-4,6,2013-9-16
23,2013-11-1,-4,6,2013-9-16
23,2013-11-1,-4,6,2013-9-16
23,2013-11-1,-4,6,2013-9-17
23,2013-11-1,-4,6,2013-9-17
23,2013-11-1,-4,6,2013-9-17
23,2013-11-1,-4,6,2013-9-17
23,2013-11-1,-4,6,2013-9-17
23,2013-11-1,-4,6,2013-9-17
23,2013-11-1,-4,6,2013-9-18
23,2013-11-1,-4,6,2013-9-18
23,2013-11-1,-4,6,2013-9-19
23,2013-11-1,-4,6,2013-9-19
23,2013-11-1,-4,6,2013-9-19
23,2013-11-1,-4,6,2013-9-22
23,2013-11-1,-4,6,2013-9-23
23,2013-11-1,-4,6,2013-9-23
23,2013-11-1,-4,6,2013-10-11
23,2013-11-1,-4,6,2013-10-28
23,2013-11-1,-4,6,2013-10-31
23,2013-11-1,-4,6,2013-11-1
23,2013-11-1,4,7,2013-9-6
23,2013-11-1,4,7,2013-9-6
23,2013-11-1,4,7,2013-9-6
23,2013-11-1,4,7,2013-9-6
23,2013-11-1,4,7,2013-9-6
23,2013-11-1,4,7,2013-9-23
23,2013-11-1,4,7,2013-9-23
23,2013-11-1,4,7,2013-9-23
23,2013-11-1,4,7,2013-9-23
23,2013-11-1,4,7,2013-10-11
29,2013-11-1,1,0,2013-10-28
29,2013-11-1,1,1,2013-10-28
29,2013-11-1,1,2,2013-10-28
29,2013-11-1,2,1,2013-10-28
29,2013-11-1,2,21,2013-11-1
29,2013-11-1,4,1,2013-10-28
29,2013-11-1,-4,6,2013-10-28
29,2013-11-1,-4,6,2013-10-28
29,2013-11-1,-4,6,2013-10-28
29,2013-11-1,-4,6,2013-10-28
29,2013-11-1,-4,6,2013-10-28
29,2013-11-1,-4,6,2013-10-28
29,2013-11-1,-4,6,2013-10-29
29,2013-11-1,-4,6,2013-10-29
29,2013-11-1,-4,6,2013-10-30
29,2013-11-1,-4,6,2013-10-30
29,2013-11-1,-4,6,2013-10-30
29,2013-11-1,-4,6,2013-10-31
29,2013-11-1,-4,6,2013-10-31
31,2013-11-5,1,0,2013-10-28
31,2013-11-5,1,1,2013-10-28
31,2013-11-5,1,2,2013-10-28
31,2013-11-5,2,1,2013-10-28
31,2013-11-5,4,1,2013-10-28
31,2013-11-5,-4,6,2013-10-28
31,2013-11-5,-4,6,2013-10-28
31,2013-11-5,-4,6,2013-10-30
31,2013-11-5,-4,6,2013-10-31
31,2013-11-5,-4,6,2013-11-5
33,2013-11-1,1,21,2011-9-19
33,2013-11-1,1,21,2011-9-20
33,2013-11-1,1,2,2013-10-28
33,2013-11-1,1,6,2011-9-19
33,2013-11-1,4,1,2011-9-19
33,2013-11-1,4,19,2011-9-19
33,2013-11-1,-4,6,2013-10-28
33,2013-11-1,-4,6,2013-10-28
33,2013-11-1,-4,6,2013-10-28
33,2013-11-1,-4,6,2013-10-28
33,2013-11-1,-4,6,2013-10-28
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-29
33,2013-11-1,-4,6,2013-10-30
33,2013-11-1,-4,6,2013-10-30
33,2013-11-1,-4,6,2013-10-30
33,2013-11-1,-4,6,2013-10-30
33,2013-11-1,-4,6,2013-10-30
33,2013-11-1,-4,6,2013-10-30
33,2013-11-1,-4,6,2013-10-30
33,2013-11-1,-4,6,2013-10-30
33,2013-11-1,-4,6,2013-10-30
33,2013-11-1,-4,6,2013-10-31
33,2013-11-1,-4,6,2013-10-31
33,2013-11-1,-4,6,2013-10-31
33,2013-11-1,-4,6,2013-10-31
33,2013-11-1,-4,6,2013-10-31
33,2013-11-1,-4,6,2013-11-1
33,2013-11-1,4,7,2013-10-28
33,2013-11-1,4,7,2013-10-28
35,2013-11-5,1,0,2013-10-21
35,2013-11-5,1,1,2013-10-21
35,2013-11-5,1,2,2013-10-28
35,2013-11-5,2,1,2013-10-21
35,2013-11-5,4,1,2013-10-21
35,2013-11-5,-4,6,2013-10-21
35,2013-11-5,-4,6,2013-10-28
35,2013-11-5,-4,6,2013-10-29
35,2013-11-5,-4,6,2013-10-30
35,2013-11-5,-4,6,2013-10-30
35,2013-11-5,-4,6,2013-10-31
35,2013-11-5,-4,6,2013-11-1
35,2013-11-5,-4,6,2013-11-1
35,2013-11-5,-4,6,2013-11-1
35,2013-11-5,-4,6,2013-11-1
35,2013-11-5,-4,6,2013-11-1
35,2013-11-5,-4,6,2013-11-2
35,2013-11-5,-4,6,2013-11-2
35,2013-11-5,-4,6,2013-11-3
35,2013-11-5,-4,6,2013-11-4
36,2013-11-1,-10,13,2013-10-29
36,2013-11-1,1,0,2013-10-28
36,2013-11-1,1,1,2013-10-28
36,2013-11-1,1,2,2013-10-28
36,2013-11-1,2,1,2013-10-28
36,2013-11-1,2,21,2013-11-1
36,2013-11-1,2,3,2013-10-29
36,2013-11-1,3,1,2013-10-29
36,2013-11-1,4,1,2013-10-28
36,2013-11-1,-4,6,2013-10-28
36,2013-11-1,-4,6,2013-10-29
36,2013-11-1,-4,6,2013-10-29
36,2013-11-1,-4,6,2013-10-29
36,2013-11-1,-4,6,2013-10-29
36,2013-11-1,-4,6,2013-10-29
36,2013-11-1,-4,6,2013-10-30
36,2013-11-1,-4,6,2013-10-30
36,2013-11-1,-4,6,2013-10-30
36,2013-11-1,-4,6,2013-10-30
36,2013-11-1,-4,6,2013-10-30
36,2013-11-1,-4,6,2013-11-1
36,2013-11-1,-4,6,2013-11-1
37,2013-11-1,10,0,2013-5-14
37,2013-11-1,-10,13,2013-9-11
37,2013-11-1,107,6,2013-9-11
37,2013-11-1,107,6,2013-10-28
37,2013-11-1,107,6,2013-10-28
37,2013-11-1,107,6,2013-10-28
37,2013-11-1,107,6,2013-10-28
37,2013-11-1,107,6,2013-10-29
37,2013-11-1,107,6,2013-10-29
37,2013-11-1,107,6,2013-10-30
37,2013-11-1,107,6,2013-10-30
37,2013-11-1,107,6,2013-10-30
37,2013-11-1,107,6,2013-10-30
37,2013-11-1,107,6,2013-10-31
37,2013-11-1,107,6,2013-10-31
37,2013-11-1,107,6,2013-11-1
37,2013-11-1,1,1,2013-5-14
37,2013-11-1,1,2,2013-10-28
37,2013-11-1,1,6,2013-5-14
37,2013-11-1,2,1,2013-5-14
37,2013-11-1,2,3,2013-9-11
37,2013-11-1,3,1,2013-9-11
37,2013-11-1,4,0,2013-5-14
37,2013-11-1,4,1,2013-5-14
37,2013-11-1,-4,6,2013-9-11
37,2013-11-1,-4,6,2013-10-28
37,2013-11-1,-4,6,2013-10-28
37,2013-11-1,-4,6,2013-10-28
37,2013-11-1,-4,6,2013-10-28
37,2013-11-1,-4,6,2013-10-29
37,2013-11-1,-4,6,2013-10-29
37,2013-11-1,-4,6,2013-10-30
37,2013-11-1,-4,6,2013-10-30
37,2013-11-1,-4,6,2013-10-31
37,2013-11-1,-4,6,2013-10-31
37,2013-11-1,-4,6,2013-11-1
41,2013-11-7,-10,13,2013-10-29
41,2013-11-7,1,0,2013-10-29
41,2013-11-7,102,6,2013-11-1
41,2013-11-7,107,6,2013-10-30
41,2013-11-7,107,6,2013-11-1
41,2013-11-7,107,6,2013-11-2
41,2013-11-7,107,6,2013-11-6
41,2013-11-7,107,6,2013-11-7
