Idx,ListingInfo1,UserupdateInfo1,UserupdateInfo2
35,2013-11-5,_HasBuyCar,2013-10-21
35,2013-11-5,_IdNumber,2013-10-21
35,2013-11-5,_LastUpdateDate,2013-10-21
35,2013-11-5,_LastUpdateDate,2013-10-30
35,2013-11-5,_LastUpdateDate,2013-10-30
35,2013-11-5,_LastUpdateDate,2013-10-31
35,2013-11-5,_LastUpdateDate,2013-10-31
35,2013-11-5,_MarriageStatusId,2013-10-21
35,2013-11-5,_MobilePhone,2013-10-21
35,2013-11-5,_MobilePhone,2013-10-21
35,2013-11-5,_mobilePhone,2013-11-5
35,2013-11-5,_QQ,2013-10-21
35,2013-11-5,_RealName,2013-10-21
35,2013-11-5,_ResidencePhone,2013-10-21
35,2013-11-5,_ResidencePhone,2013-10-21
35,2013-11-5,_ResidenceTypeId,2013-10-21
35,2013-11-5,_ResidenceYears,2013-10-21
36,2013-11-1,_EducationId,2013-10-28
36,2013-11-1,_HasBuyCar,2013-10-28
36,2013-11-1,_IdNumber,2013-10-28
36,2013-11-1,_LastUpdateDate,2013-10-28
36,2013-11-1,_MarriageStatusId,2013-10-28
36,2013-11-1,_MobilePhone,2013-10-28
36,2013-11-1,_MobilePhone,2013-10-28
36,2013-11-1,_QQ,2013-10-28
36,2013-11-1,_RealName,2013-10-28
36,2013-11-1,_ResidencePhone,2013-10-28
36,2013-11-1,_ResidenceTypeId,2013-10-28
36,2013-11-1,_ResidenceYears,2013-10-28
36,2013-11-1,_turnover,2013-10-28
37,2013-11-1,_CompanyPhone,2013-10-28
37,2013-11-1,_CompanyTypeId,2013-10-28
37,2013-11-1,_EducationId,2013-9-11
37,2013-11-1,_HasBuyCar,2013-9-11
37,2013-11-1,_IdNumber,2013-9-11
37,2013-11-1,_LastUpdateDate,2013-9-11
37,2013-11-1,_MarriageStatusId,2013-9-11
37,2013-11-1,_MobilePhone,2013-9-11
37,2013-11-1,_MobilePhone,2013-10-28
37,2013-11-1,_mobilePhone,2013-11-1
37,2013-11-1,_Phone,2013-10-30
37,2013-11-1,_QQ,2013-9-11
37,2013-11-1,_RealName,2013-9-11
37,2013-11-1,_ResidencePhone,2013-9-11
37,2013-11-1,_ResidenceTypeId,2013-9-11
37,2013-11-1,_ResidenceYears,2013-9-11
41,2013-11-7,_EducationId,2013-10-29
41,2013-11-7,_HasBuyCar,2013-10-29
41,2013-11-7,_IdNumber,2013-10-29
41,2013-11-7,_LastUpdateDate,2013-10-29
41,2013-11-7,_LastUpdateDate,2013-10-29
41,2013-11-7,_LastUpdateDate,2013-10-29
41,2013-11-7,_LastUpdateDate,2013-11-7
41,2013-11-7,_LastUpdateDate,2013-11-7
41,2013-11-7,_MarriageStatusId,2013-10-29
41,2013-11-7,_MobilePhone,2013-10-29
41,2013-11-7,_MobilePhone,2013-10-29
41,2013-11-7,_mobilePhone,2013-11-7
41,2013-11-7,_MobilePhone,2013-11-7
41,2013-11-7,_QQ,2013-10-29
41,2013-11-7,_RealName,2013-10-29
41,2013-11-7,_ResidencePhone,2013-10-29
41,2013-11-7,_ResidenceTypeId,2013-10-29
41,2013-11-7,_ResidenceYears,2013-10-29
43,2013-11-4,_CompanyPhone,2013-10-31
43,2013-11-4,_EducationId,2013-10-29
43,2013-11-4,_HasBuyCar,2013-10-29
43,2013-11-4,_IdNumber,2013-10-29
43,2013-11-4,_LastUpdateDate,2013-10-29
43,2013-11-4,_LastUpdateDate,2013-10-31
43,2013-11-4,_MarriageStatusId,2013-10-29
43,2013-11-4,_MobilePhone,2013-10-29
43,2013-11-4,_MobilePhone,2013-10-29
43,2013-11-4,_mobilePhone,2013-11-4
43,2013-11-4,_QQ,2013-10-29
43,2013-11-4,_RealName,2013-10-29
43,2013-11-4,_ResidencePhone,2013-10-29
43,2013-11-4,_ResidenceTypeId,2013-10-29
43,2013-11-4,_ResidenceYears,2013-10-29
48,2013-11-9,_age,2013-7-5
48,2013-11-9,_educationId,2013-7-5
48,2013-11-9,_flag_UCtoBcp,2013-10-31
48,2013-11-9,_flag_UCtoBcp,2013-10-31
48,2013-11-9,_flag_UCtoPVR,2013-10-31
48,2013-11-9,_flag_UCtoPVR,2013-10-31
48,2013-11-9,_gender,2013-7-5
48,2013-11-9,_hasBuyCar,2013-7-5
48,2013-11-9,_idNumber,2013-7-5
48,2013-11-9,_lastUpdateDate,2013-7-5
48,2013-11-9,_lastUpdateDate,2013-7-5
48,2013-11-9,_lastUpdateDate,2013-7-5
48,2013-11-9,_lastUpdateDate,2013-7-6
48,2013-11-9,_lastUpdateDate,2013-7-6
48,2013-11-9,_lastUpdateDate,2013-7-7
48,2013-11-9,_lastUpdateDate,2013-7-7
48,2013-11-9,_marriageStatusId,2013-7-5
48,2013-11-9,_mobilePhone,2013-7-5
48,2013-11-9,_qQ,2013-7-5
48,2013-11-9,_realName,2013-7-5
48,2013-11-9,_regStepId,2013-7-4
48,2013-11-9,_regStepId,2013-7-5
48,2013-11-9,_residenceAddress,2013-7-5
48,2013-11-9,_residencePhone,2013-7-5
48,2013-11-9,_residenceTypeId,2013-7-5
48,2013-11-9,_residenceYears,2013-7-5
51,2013-11-5,_EducationId,2013-10-29
51,2013-11-5,_HasBuyCar,2013-10-29
51,2013-11-5,_IdNumber,2013-10-29
51,2013-11-5,_LastUpdateDate,2013-10-29
51,2013-11-5,_MarriageStatusId,2013-10-29
51,2013-11-5,_MobilePhone,2013-10-29
51,2013-11-5,_MobilePhone,2013-10-29
51,2013-11-5,_Phone,2013-11-4
51,2013-11-5,_Phone,2013-11-4
51,2013-11-5,_QQ,2013-10-29
51,2013-11-5,_RealName,2013-10-29
51,2013-11-5,_RealName,2013-11-4
51,2013-11-5,_RealName,2013-11-4
51,2013-11-5,_RelationshipId,2013-11-4
51,2013-11-5,_ResidencePhone,2013-10-29
51,2013-11-5,_ResidenceTypeId,2013-10-29
51,2013-11-5,_ResidenceYears,2013-10-29
57,2013-11-1,_EducationId,2013-10-29
57,2013-11-1,_HasBuyCar,2013-10-29
57,2013-11-1,_IdNumber,2013-10-29
57,2013-11-1,_LastUpdateDate,2013-10-29
57,2013-11-1,_LastUpdateDate,2013-10-29
57,2013-11-1,_LastUpdateDate,2013-10-29
57,2013-11-1,_MarriageStatusId,2013-10-29
57,2013-11-1,_MobilePhone,2013-10-29
57,2013-11-1,_MobilePhone,2013-10-29
57,2013-11-1,_QQ,2013-10-29
57,2013-11-1,_RealName,2013-10-29
57,2013-11-1,_ResidencePhone,2013-10-29
57,2013-11-1,_ResidenceTypeId,2013-10-29
57,2013-11-1,_ResidenceYears,2013-10-29
62,2013-11-5,_EducationId,2013-9-27
62,2013-11-5,_HasBuyCar,2013-9-27
62,2013-11-5,_IdNumber,2013-9-27
62,2013-11-5,_IncomeFrom,2013-10-30
62,2013-11-5,_LastUpdateDate,2013-9-27
62,2013-11-5,_MarriageStatusId,2013-9-27
62,2013-11-5,_MobilePhone,2013-9-27
62,2013-11-5,_MobilePhone,2013-9-27
62,2013-11-5,_mobilePhone,2013-11-5
62,2013-11-5,_QQ,2013-9-27
62,2013-11-5,_RealName,2013-9-27
62,2013-11-5,_ResidencePhone,2013-9-27
62,2013-11-5,_ResidenceTypeId,2013-9-27
62,2013-11-5,_ResidenceYears,2013-9-27
67,2013-11-7,_EducationId,2013-10-29
67,2013-11-7,_HasBuyCar,2013-10-29
67,2013-11-7,_IdNumber,2013-10-29
67,2013-11-7,_LastUpdateDate,2013-10-29
67,2013-11-7,_MarriageStatusId,2013-10-29
67,2013-11-7,_MobilePhone,2013-10-29
67,2013-11-7,_MobilePhone,2013-10-29
67,2013-11-7,_mobilePhone,2013-11-6
67,2013-11-7,_QQ,2013-10-29
67,2013-11-7,_RealName,2013-10-29
67,2013-11-7,_ResidencePhone,2013-10-29
67,2013-11-7,_ResidenceTypeId,2013-10-29
67,2013-11-7,_ResidenceYears,2013-10-29
68,2013-11-1,_EducationId,2013-8-26
68,2013-11-1,_HasBuyCar,2013-8-26
68,2013-11-1,_IdNumber,2013-8-26
68,2013-11-1,_LastUpdateDate,2013-8-26
68,2013-11-1,_MarriageStatusId,2013-8-26
68,2013-11-1,_MobilePhone,2013-8-26
68,2013-11-1,_MobilePhone,2013-8-30
68,2013-11-1,_QQ,2013-8-26
68,2013-11-1,_RealName,2013-8-26
68,2013-11-1,_ResidencePhone,2013-8-26
68,2013-11-1,_ResidenceTypeId,2013-8-26
68,2013-11-1,_ResidenceYears,2013-8-26
71,2013-11-4,_EducationId,2013-9-26
71,2013-11-4,_EducationId,2013-10-30
71,2013-11-4,_EducationId,2013-11-3
71,2013-11-4,_HasBuyCar,2013-9-26
71,2013-11-4,_IdNumber,2013-9-26
71,2013-11-4,_LastUpdateDate,2013-9-26
71,2013-11-4,_LastUpdateDate,2013-10-30
71,2013-11-4,_LastUpdateDate,2013-11-3
71,2013-11-4,_MarriageStatusId,2013-9-26
71,2013-11-4,_MobilePhone,2013-9-26
71,2013-11-4,_MobilePhone,2013-10-29
71,2013-11-4,_QQ,2013-9-26
71,2013-11-4,_RealName,2013-9-26
71,2013-11-4,_regStepId,2013-8-4
71,2013-11-4,_ResidencePhone,2013-9-26
71,2013-11-4,_ResidenceTypeId,2013-9-26
71,2013-11-4,_ResidenceYears,2013-9-26
71,2013-11-4,_turnover,2013-10-29
73,2013-11-1,_EducationId,2013-10-29
73,2013-11-1,_HasBuyCar,2013-10-29
73,2013-11-1,_IdNumber,2013-10-29
73,2013-11-1,_LastUpdateDate,2013-10-29
73,2013-11-1,_MarriageStatusId,2013-10-29
73,2013-11-1,_MobilePhone,2013-10-29
73,2013-11-1,_MobilePhone,2013-10-29
73,2013-11-1,_QQ,2013-10-29
73,2013-11-1,_RealName,2013-10-29
73,2013-11-1,_ResidencePhone,2013-10-29
73,2013-11-1,_ResidenceTypeId,2013-10-29
73,2013-11-1,_ResidenceYears,2013-10-29
75,2013-11-5,_age,2013-6-10
75,2013-11-5,_educationId,2013-6-10
75,2013-11-5,_gender,2013-6-10
75,2013-11-5,_hasBuyCar,2013-6-10
75,2013-11-5,_idNumber,2013-6-10
75,2013-11-5,_IncomeFrom,2013-10-29
75,2013-11-5,_lastUpdateDate,2013-6-10
75,2013-11-5,_LastUpdateDate,2013-10-29
75,2013-11-5,_marriageStatusId,2013-6-10
75,2013-11-5,_mobilePhone,2013-6-10
75,2013-11-5,_MobilePhone,2013-10-29
75,2013-11-5,_realName,2013-6-10
75,2013-11-5,_regStepId,2013-6-10
75,2013-11-5,_regStepId,2013-6-10
75,2013-11-5,_residenceAddress,2013-6-10
75,2013-11-5,_residencePhone,2013-6-10
75,2013-11-5,_residenceTypeId,2013-6-10
75,2013-11-5,_residenceYears,2013-6-10
80,2013-11-1,_EducationId,2013-10-28
80,2013-11-1,_HasBuyCar,2013-10-28
80,2013-11-1,_IdNumber,2013-10-28
80,2013-11-1,_LastUpdateDate,2013-10-28
80,2013-11-1,_MarriageStatusId,2013-10-28
80,2013-11-1,_MobilePhone,2013-10-28
80,2013-11-1,_QQ,2013-10-28
80,2013-11-1,_RealName,2013-10-28
80,2013-11-1,_ResidencePhone,2013-10-28
80,2013-11-1,_ResidenceTypeId,2013-10-28
80,2013-11-1,_ResidenceYears,2013-10-28
81,2013-11-4,_CompanyPhone,2013-10-30
81,2013-11-4,_EducationId,2013-10-29
81,2013-11-4,_HasBuyCar,2013-10-29
81,2013-11-4,_IdNumber,2013-10-29
81,2013-11-4,_LastUpdateDate,2013-10-29
81,2013-11-4,_MarriageStatusId,2013-10-29
81,2013-11-4,_MobilePhone,2013-10-29
81,2013-11-4,_MobilePhone,2013-10-29
81,2013-11-4,_QQ,2013-10-29
81,2013-11-4,_RealName,2013-10-29
81,2013-11-4,_ResidencePhone,2013-10-29
81,2013-11-4,_ResidenceTypeId,2013-10-29
81,2013-11-4,_ResidenceYears,2013-10-29
82,2013-11-1,_CompanyAddress,2013-10-30
82,2013-11-1,_CompanyName,2013-10-30
82,2013-11-1,_CompanyPhone,2013-10-29
82,2013-11-1,_CompanyTypeId,2013-10-30
82,2013-11-1,_EducationId,2013-10-29
82,2013-11-1,_HasBuyCar,2013-10-29
82,2013-11-1,_IdNumber,2013-10-29
82,2013-11-1,_LastUpdateDate,2013-10-29
82,2013-11-1,_LastUpdateDate,2013-10-30
82,2013-11-1,_MarriageStatusId,2013-10-29
82,2013-11-1,_MobilePhone,2013-10-29
82,2013-11-1,_MobilePhone,2013-10-29
82,2013-11-1,_QQ,2013-10-29
82,2013-11-1,_RealName,2013-10-29
82,2013-11-1,_ResidencePhone,2013-10-29
82,2013-11-1,_ResidenceTypeId,2013-10-29
82,2013-11-1,_ResidenceYears,2013-10-29
83,2013-11-4,_EducationId,2013-10-29
83,2013-11-4,_HasBuyCar,2013-10-29
83,2013-11-4,_IdNumber,2013-10-29
83,2013-11-4,_LastUpdateDate,2013-10-29
83,2013-11-4,_MarriageStatusId,2013-10-29
83,2013-11-4,_MobilePhone,2013-10-29
83,2013-11-4,_MobilePhone,2013-10-29
83,2013-11-4,_mobilePhone,2013-11-4
83,2013-11-4,_QQ,2013-10-29
83,2013-11-4,_RealName,2013-10-29
83,2013-11-4,_ResidencePhone,2013-10-29
83,2013-11-4,_ResidenceTypeId,2013-10-29
83,2013-11-4,_ResidenceYears,2013-10-29
86,2013-11-1,_EducationId,2013-10-20
86,2013-11-1,_HasBuyCar,2013-10-20
86,2013-11-1,_IdNumber,2013-10-20
86,2013-11-1,_LastUpdateDate,2013-10-20
86,2013-11-1,_MarriageStatusId,2013-10-20
86,2013-11-1,_MobilePhone,2013-10-20
86,2013-11-1,_MobilePhone,2013-10-29
86,2013-11-1,_Phone,2013-10-30
86,2013-11-1,_Phone,2013-10-30
86,2013-11-1,_Phone,2013-10-31
86,2013-11-1,_Phone,2013-10-31
86,2013-11-1,_Phone,2013-10-31
86,2013-11-1,_Phone,2013-10-31
86,2013-11-1,_Phone,2013-10-31
86,2013-11-1,_Phone,2013-10-31
86,2013-11-1,_QQ,2013-10-20
86,2013-11-1,_RealName,2013-10-20
86,2013-11-1,_RealName,2013-10-30
86,2013-11-1,_RealName,2013-10-31
86,2013-11-1,_RealName,2013-10-31
86,2013-11-1,_RealName,2013-10-31
86,2013-11-1,_RealName,2013-10-31
86,2013-11-1,_RealName,2013-10-31
86,2013-11-1,_RealName,2013-10-31
86,2013-11-1,_RealName,2013-10-31
86,2013-11-1,_RelationshipId,2013-10-31
86,2013-11-1,_RelationshipId,2013-10-31
86,2013-11-1,_RelationshipId,2013-10-31
86,2013-11-1,_ResidencePhone,2013-10-20
86,2013-11-1,_ResidenceTypeId,2013-10-20
86,2013-11-1,_ResidenceYears,2013-10-20
88,2013-11-1,_companyAddress,2013-7-14
88,2013-11-1,_companyPhone,2013-7-14
88,2013-11-1,_companyTypeId,2013-7-14
88,2013-11-1,_department,2013-7-14
88,2013-11-1,_hasBuyCar,2013-7-14
88,2013-11-1,_lastUpdateDate,2013-7-14
88,2013-11-1,_lastUpdateDate,2013-7-14
88,2013-11-1,_lastUpdateDate,2013-7-14
88,2013-11-1,_lastUpdateDate,2013-7-14
88,2013-11-1,_regStepId,2013-7-14
88,2013-11-1,_residenceAddress,2013-7-14
88,2013-11-1,_residenceYears,2013-7-14
97,2013-11-1,_EducationId,2013-10-29
97,2013-11-1,_HasBuyCar,2013-10-29
97,2013-11-1,_IdNumber,2013-10-29
97,2013-11-1,_LastUpdateDate,2013-10-29
97,2013-11-1,_MarriageStatusId,2013-10-29
97,2013-11-1,_MobilePhone,2013-10-29
97,2013-11-1,_MobilePhone,2013-10-29
97,2013-11-1,_mobilePhone,2013-10-31
97,2013-11-1,_mobilePhone,2013-10-31
97,2013-11-1,_QQ,2013-10-29
97,2013-11-1,_RealName,2013-10-29
97,2013-11-1,_ResidencePhone,2013-10-29
97,2013-11-1,_ResidenceTypeId,2013-10-29
97,2013-11-1,_ResidenceYears,2013-10-29
109,2013-11-6,_HasBuyCar,2013-10-6
109,2013-11-6,_LastUpdateDate,2013-10-6
109,2013-11-6,_LastUpdateDate,2013-10-6
109,2013-11-6,_LastUpdateDate,2013-10-17
109,2013-11-6,_LastUpdateDate,2013-10-30
109,2013-11-6,_LastUpdateDate,2013-10-30
109,2013-11-6,_LastUpdateDate,2013-11-6
109,2013-11-6,_LastUpdateDate,2013-11-6
109,2013-11-6,_MobilePhone,2013-10-6
109,2013-11-6,_MobilePhone,2013-10-6
109,2013-11-6,_MobilePhone,2013-10-31
109,2013-11-6,_QQ,2013-10-6
109,2013-11-6,_ResidencePhone,2013-10-6
109,2013-11-6,_ResidenceTypeId,2013-10-6
109,2013-11-6,_ResidenceYears,2013-10-6
115,2013-11-5,_EducationId,2013-10-30
115,2013-11-5,_HasBuyCar,2013-10-30
115,2013-11-5,_IdNumber,2013-10-30
115,2013-11-5,_LastUpdateDate,2013-10-30
115,2013-11-5,_LastUpdateDate,2013-10-30
115,2013-11-5,_LastUpdateDate,2013-10-30
115,2013-11-5,_LastUpdateDate,2013-10-30
115,2013-11-5,_MarriageStatusId,2013-10-30
115,2013-11-5,_MobilePhone,2013-10-30
115,2013-11-5,_QQ,2013-10-30
115,2013-11-5,_RealName,2013-10-30
115,2013-11-5,_ResidenceAddress,2013-10-30
115,2013-11-5,_ResidencePhone,2013-10-30
115,2013-11-5,_ResidenceTypeId,2013-10-30
115,2013-11-5,_ResidenceYears,2013-10-30
118,2013-11-6,_EducationId,2013-10-30
118,2013-11-6,_HasBuyCar,2013-10-30
118,2013-11-6,_IdNumber,2013-10-30
118,2013-11-6,_MarriageStatusId,2013-10-30
118,2013-11-6,_MobilePhone,2013-10-30
118,2013-11-6,_QQ,2013-10-30
118,2013-11-6,_RealName,2013-10-30
118,2013-11-6,_ResidenceAddress,2013-10-30
118,2013-11-6,_ResidencePhone,2013-10-30
118,2013-11-6,_ResidenceTypeId,2013-10-30
118,2013-11-6,_ResidenceYears,2013-10-30
123,2013-11-7,_EducationId,2013-9-6
123,2013-11-7,_EducationId,2013-9-6
123,2013-11-7,_HasBuyCar,2013-9-6
123,2013-11-7,_IdNumber,2013-9-6
123,2013-11-7,_IdNumber,2013-9-6
123,2013-11-7,_LastUpdateDate,2013-9-6
123,2013-11-7,_LastUpdateDate,2013-9-6
123,2013-11-7,_MarriageStatusId,2013-9-6
123,2013-11-7,_MobilePhone,2013-9-6
123,2013-11-7,_MobilePhone,2013-9-6
123,2013-11-7,_MobilePhone,2013-9-6
123,2013-11-7,_mobilePhone,2013-11-6
123,2013-11-7,_QQ,2013-9-6
123,2013-11-7,_QQ,2013-9-6
123,2013-11-7,_RealName,2013-9-6
123,2013-11-7,_RealName,2013-9-6
123,2013-11-7,_ResidencePhone,2013-9-6
123,2013-11-7,_ResidenceTypeId,2013-9-6
123,2013-11-7,_ResidenceYears,2013-9-6
125,2013-11-6,_EducationId,2013-10-30
125,2013-11-6,_HasBuyCar,2013-10-30
125,2013-11-6,_IdNumber,2013-10-30
125,2013-11-6,_MarriageStatusId,2013-10-30
125,2013-11-6,_MobilePhone,2013-10-30
125,2013-11-6,_mobilePhone,2013-11-5
125,2013-11-6,_QQ,2013-10-30
125,2013-11-6,_RealName,2013-10-30
125,2013-11-6,_ResidenceAddress,2013-10-30
